path,module,category,lang,lines,status,note
openspec/changes/archive/2026-03-12-fix-interactive-run-dialog-state-sync-and-note-apply/specs/task-dashboard-skillrunner-observe/spec.md,openspec-archive,doc,markdown,14,pending,
openspec/changes/archive/2026-03-12-fix-interactive-run-dialog-state-sync-and-note-apply/tasks.md,openspec-archive,doc,markdown,23,pending,
openspec/changes/archive/2026-03-12-harden-skillrunner-provider-state-machine-ssot/.openspec.yaml,openspec-archive,doc,yaml,2,pending,
openspec/changes/archive/2026-03-12-harden-skillrunner-provider-state-machine-ssot/design.md,openspec-archive,doc,markdown,116,pending,
openspec/changes/archive/2026-03-12-harden-skillrunner-provider-state-machine-ssot/proposal.md,openspec-archive,doc,markdown,36,pending,
openspec/changes/archive/2026-03-12-harden-skillrunner-provider-state-machine-ssot/specs/provider-adapter/spec.md,openspec-archive,doc,markdown,19,pending,
openspec/changes/archive/2026-03-12-harden-skillrunner-provider-state-machine-ssot/specs/task-dashboard-skillrunner-observe/spec.md,openspec-archive,doc,markdown,14,pending,
openspec/changes/archive/2026-03-12-harden-skillrunner-provider-state-machine-ssot/tasks.md,openspec-archive,doc,markdown,29,pending,
openspec/changes/archive/2026-03-12-integrate-tag-regulator-suggest-intake-with-staged-inbox/.openspec.yaml,openspec-archive,doc,yaml,3,pending,
openspec/changes/archive/2026-03-12-integrate-tag-regulator-suggest-intake-with-staged-inbox/design.md,openspec-archive,doc,markdown,59,pending,
openspec/changes/archive/2026-03-12-integrate-tag-regulator-suggest-intake-with-staged-inbox/proposal.md,openspec-archive,doc,markdown,31,pending,
openspec/changes/archive/2026-03-12-integrate-tag-regulator-suggest-intake-with-staged-inbox/specs/tag-regulator-workflow/spec.md,openspec-archive,doc,markdown,27,pending,
openspec/changes/archive/2026-03-12-integrate-tag-regulator-suggest-intake-with-staged-inbox/specs/tag-vocabulary-management-workflow/spec.md,openspec-archive,doc,markdown,10,pending,
openspec/changes/archive/2026-03-12-integrate-tag-regulator-suggest-intake-with-staged-inbox/specs/workflow-editor-host/spec.md,openspec-archive,doc,markdown,19,pending,
openspec/changes/archive/2026-03-12-integrate-tag-regulator-suggest-intake-with-staged-inbox/tasks.md,openspec-archive,doc,markdown,27,pending,
openspec/changes/archive/2026-03-12-make-skillrunner-backend-state-ssot/.openspec.yaml,openspec-archive,doc,yaml,2,pending,
openspec/changes/archive/2026-03-12-make-skillrunner-backend-state-ssot/design.md,openspec-archive,doc,markdown,22,pending,
openspec/changes/archive/2026-03-12-make-skillrunner-backend-state-ssot/proposal.md,openspec-archive,doc,markdown,24,pending,
openspec/changes/archive/2026-03-12-make-skillrunner-backend-state-ssot/specs/provider-adapter/spec.md,openspec-archive,doc,markdown,14,pending,
openspec/changes/archive/2026-03-12-make-skillrunner-backend-state-ssot/specs/task-dashboard-skillrunner-observe/spec.md,openspec-archive,doc,markdown,14,pending,
openspec/changes/archive/2026-03-12-make-skillrunner-backend-state-ssot/tasks.md,openspec-archive,doc,markdown,23,pending,
openspec/changes/archive/2026-03-12-upgrade-skillrunner-protocol-alignment-with-latest-backend/.openspec.yaml,openspec-archive,doc,yaml,2,pending,
openspec/changes/archive/2026-03-12-upgrade-skillrunner-protocol-alignment-with-latest-backend/design.md,openspec-archive,doc,markdown,35,pending,
openspec/changes/archive/2026-03-12-upgrade-skillrunner-protocol-alignment-with-latest-backend/proposal.md,openspec-archive,doc,markdown,23,pending,
openspec/changes/archive/2026-03-12-upgrade-skillrunner-protocol-alignment-with-latest-backend/specs/literature-digest-note-source-link/spec.md,openspec-archive,doc,markdown,10,pending,
openspec/changes/archive/2026-03-12-upgrade-skillrunner-protocol-alignment-with-latest-backend/specs/provider-adapter/spec.md,openspec-archive,doc,markdown,15,pending,
openspec/changes/archive/2026-03-12-upgrade-skillrunner-protocol-alignment-with-latest-backend/specs/workflow-manifest-authoring-schema/spec.md,openspec-archive,doc,markdown,10,pending,
openspec/changes/archive/2026-03-12-upgrade-skillrunner-protocol-alignment-with-latest-backend/tasks.md,openspec-archive,doc,markdown,22,pending,
openspec/changes/archive/2026-03-13-add-skillrunner-oneclick-local-deploy/.openspec.yaml,openspec-archive,doc,yaml,2,pending,
openspec/changes/archive/2026-03-13-add-skillrunner-oneclick-local-deploy/design.md,openspec-archive,doc,markdown,117,pending,
openspec/changes/archive/2026-03-13-add-skillrunner-oneclick-local-deploy/proposal.md,openspec-archive,doc,markdown,42,pending,
openspec/changes/archive/2026-03-13-add-skillrunner-oneclick-local-deploy/specs/backend-manager-ui/spec.md,openspec-archive,doc,markdown,9,pending,
openspec/changes/archive/2026-03-13-add-skillrunner-oneclick-local-deploy/specs/provider-adapter/spec.md,openspec-archive,doc,markdown,17,pending,
openspec/changes/archive/2026-03-13-add-skillrunner-oneclick-local-deploy/specs/skillrunner-local-runtime-bootstrap/spec.md,openspec-archive,doc,markdown,89,pending,
openspec/changes/archive/2026-03-13-add-skillrunner-oneclick-local-deploy/tasks.md,openspec-archive,doc,markdown,76,pending,
openspec/changes/archive/2026-03-13-plugin-side-skillrunner-uninstall/.openspec.yaml,openspec-archive,doc,yaml,2,pending,
openspec/changes/archive/2026-03-13-plugin-side-skillrunner-uninstall/design.md,openspec-archive,doc,markdown,70,pending,
openspec/changes/archive/2026-03-13-plugin-side-skillrunner-uninstall/proposal.md,openspec-archive,doc,markdown,30,pending,
openspec/changes/archive/2026-03-13-plugin-side-skillrunner-uninstall/specs/plugin-side-skillrunner-uninstall/spec.md,openspec-archive,doc,markdown,53,pending,
openspec/changes/archive/2026-03-13-plugin-side-skillrunner-uninstall/tasks.md,openspec-archive,doc,markdown,26,pending,
openspec/changes/archive/2026-03-13-upgrade-runtime-log-diagnostics-for-issue-and-agent-debugging/.openspec.yaml,openspec-archive,doc,yaml,2,pending,
openspec/changes/archive/2026-03-13-upgrade-runtime-log-diagnostics-for-issue-and-agent-debugging/design.md,openspec-archive,doc,markdown,94,pending,
openspec/changes/archive/2026-03-13-upgrade-runtime-log-diagnostics-for-issue-and-agent-debugging/proposal.md,openspec-archive,doc,markdown,42,pending,
openspec/changes/archive/2026-03-13-upgrade-runtime-log-diagnostics-for-issue-and-agent-debugging/specs/log-retention-control/spec.md,openspec-archive,doc,markdown,33,pending,
openspec/changes/archive/2026-03-13-upgrade-runtime-log-diagnostics-for-issue-and-agent-debugging/specs/log-viewer-window/spec.md,openspec-archive,doc,markdown,50,pending,
openspec/changes/archive/2026-03-13-upgrade-runtime-log-diagnostics-for-issue-and-agent-debugging/specs/runtime-diagnostic-bundle/spec.md,openspec-archive,doc,markdown,32,pending,
openspec/changes/archive/2026-03-13-upgrade-runtime-log-diagnostics-for-issue-and-agent-debugging/specs/runtime-log-pipeline/spec.md,openspec-archive,doc,markdown,59,pending,
openspec/changes/archive/2026-03-13-upgrade-runtime-log-diagnostics-for-issue-and-agent-debugging/specs/task-runtime-ui/spec.md,openspec-archive,doc,markdown,9,pending,
openspec/changes/archive/2026-03-13-upgrade-runtime-log-diagnostics-for-issue-and-agent-debugging/tasks.md,openspec-archive,doc,markdown,33,pending,
openspec/changes/archive/2026-03-14-backend-internal-id-and-managed-profile-isolation/design.md,openspec-archive,doc,markdown,20,pending,
openspec/changes/archive/2026-03-14-backend-internal-id-and-managed-profile-isolation/proposal.md,openspec-archive,doc,markdown,15,pending,
openspec/changes/archive/2026-03-14-backend-internal-id-and-managed-profile-isolation/specs/backend-manager-ui/spec.md,openspec-archive,doc,markdown,19,pending,
openspec/changes/archive/2026-03-14-backend-internal-id-and-managed-profile-isolation/tasks.md,openspec-archive,doc,markdown,5,pending,
openspec/changes/archive/2026-03-14-localization-governance-ssot/.openspec.yaml,openspec-archive,doc,yaml,2,pending,
openspec/changes/archive/2026-03-14-localization-governance-ssot/design.md,openspec-archive,doc,markdown,75,pending,
openspec/changes/archive/2026-03-14-localization-governance-ssot/proposal.md,openspec-archive,doc,markdown,30,pending,
openspec/changes/archive/2026-03-14-localization-governance-ssot/specs/plugin-localization-governance/spec.md,openspec-archive,doc,markdown,47,pending,
openspec/changes/archive/2026-03-14-localization-governance-ssot/specs/skillrunner-local-runtime-ui-adjustments/spec.md,openspec-archive,doc,markdown,18,pending,
openspec/changes/archive/2026-03-14-localization-governance-ssot/tasks.md,openspec-archive,doc,markdown,22,pending,
openspec/changes/archive/2026-03-14-skillrunner-autostart-persistence-startup/.openspec.yaml,openspec-archive,doc,yaml,2,pending,
openspec/changes/archive/2026-03-14-skillrunner-autostart-persistence-startup/design.md,openspec-archive,doc,markdown,49,pending,
openspec/changes/archive/2026-03-14-skillrunner-autostart-persistence-startup/proposal.md,openspec-archive,doc,markdown,34,pending,
openspec/changes/archive/2026-03-14-skillrunner-autostart-persistence-startup/specs/skillrunner-local-runtime-state-machine-ssot/spec.md,openspec-archive,doc,markdown,36,pending,
openspec/changes/archive/2026-03-14-skillrunner-autostart-persistence-startup/tasks.md,openspec-archive,doc,markdown,25,pending,
openspec/changes/archive/2026-03-14-skillrunner-local-runtime-deploy-uninstall-interactive/.openspec.yaml,openspec-archive,doc,yaml,2,pending,
openspec/changes/archive/2026-03-14-skillrunner-local-runtime-deploy-uninstall-interactive/design.md,openspec-archive,doc,markdown,74,pending,
openspec/changes/archive/2026-03-14-skillrunner-local-runtime-deploy-uninstall-interactive/proposal.md,openspec-archive,doc,markdown,38,pending,
openspec/changes/archive/2026-03-14-skillrunner-local-runtime-deploy-uninstall-interactive/specs/skillrunner-local-runtime-state-machine-ssot/spec.md,openspec-archive,doc,markdown,49,pending,
openspec/changes/archive/2026-03-14-skillrunner-local-runtime-deploy-uninstall-interactive/specs/skillrunner-local-runtime-ui-adjustments/spec.md,openspec-archive,doc,markdown,38,pending,
openspec/changes/archive/2026-03-14-skillrunner-local-runtime-deploy-uninstall-interactive/tasks.md,openspec-archive,doc,markdown,29,pending,
openspec/changes/archive/2026-03-14-skillrunner-oneclick-state-machine-ssot/.openspec.yaml,openspec-archive,doc,yaml,2,pending,
openspec/changes/archive/2026-03-14-skillrunner-oneclick-state-machine-ssot/design.md,openspec-archive,doc,markdown,205,pending,
openspec/changes/archive/2026-03-14-skillrunner-oneclick-state-machine-ssot/proposal.md,openspec-archive,doc,markdown,39,pending,
openspec/changes/archive/2026-03-14-skillrunner-oneclick-state-machine-ssot/specs/skillrunner-local-runtime-bootstrap/spec.md,openspec-archive,doc,markdown,13,pending,
openspec/changes/archive/2026-03-14-skillrunner-oneclick-state-machine-ssot/specs/skillrunner-local-runtime-state-machine-ssot/spec.md,openspec-archive,doc,markdown,168,pending,
openspec/changes/archive/2026-03-14-skillrunner-oneclick-state-machine-ssot/tasks.md,openspec-archive,doc,markdown,48,pending,
openspec/changes/archive/2026-03-14-skillrunner-oneclick-ui-adjustments/.openspec.yaml,openspec-archive,doc,yaml,2,pending,
openspec/changes/archive/2026-03-14-skillrunner-oneclick-ui-adjustments/design.md,openspec-archive,doc,markdown,51,pending,
openspec/changes/archive/2026-03-14-skillrunner-oneclick-ui-adjustments/proposal.md,openspec-archive,doc,markdown,29,pending,
openspec/changes/archive/2026-03-14-skillrunner-oneclick-ui-adjustments/specs/backend-manager-ui/spec.md,openspec-archive,doc,markdown,15,pending,
openspec/changes/archive/2026-03-14-skillrunner-oneclick-ui-adjustments/specs/skillrunner-local-runtime-ui-adjustments/spec.md,openspec-archive,doc,markdown,41,pending,
openspec/changes/archive/2026-03-14-skillrunner-oneclick-ui-adjustments/tasks.md,openspec-archive,doc,markdown,32,pending,
openspec/changes/archive/2026-03-14-skillrunner-provider-global-run-workspace-tabs/.openspec.yaml,openspec-archive,doc,yaml,2,pending,
openspec/changes/archive/2026-03-14-skillrunner-provider-global-run-workspace-tabs/design.md,openspec-archive,doc,markdown,82,pending,
openspec/changes/archive/2026-03-14-skillrunner-provider-global-run-workspace-tabs/proposal.md,openspec-archive,doc,markdown,29,pending,
openspec/changes/archive/2026-03-14-skillrunner-provider-global-run-workspace-tabs/specs/skillrunner-provider-global-run-workspace-tabs/spec.md,openspec-archive,doc,markdown,37,pending,
openspec/changes/archive/2026-03-14-skillrunner-provider-global-run-workspace-tabs/tasks.md,openspec-archive,doc,markdown,28,pending,
openspec/changes/archive/2026-03-14-workflow-settings-single-source-web-config/.openspec.yaml,openspec-archive,doc,yaml,2,pending,
openspec/changes/archive/2026-03-14-workflow-settings-single-source-web-config/design.md,openspec-archive,doc,markdown,107,pending,
openspec/changes/archive/2026-03-14-workflow-settings-single-source-web-config/proposal.md,openspec-archive,doc,markdown,51,pending,
openspec/changes/archive/2026-03-14-workflow-settings-single-source-web-config/specs/workflow-settings-domain-decoupling/spec.md,openspec-archive,doc,markdown,14,pending,
openspec/changes/archive/2026-03-14-workflow-settings-single-source-web-config/specs/workflow-settings-per-workflow-page/spec.md,openspec-archive,doc,markdown,23,pending,
openspec/changes/archive/2026-03-14-workflow-settings-single-source-web-config/specs/workflow-settings-single-source-submit-flow/spec.md,openspec-archive,doc,markdown,85,pending,
openspec/changes/archive/2026-03-14-workflow-settings-single-source-web-config/tasks.md,openspec-archive,doc,markdown,41,pending,
openspec/changes/archive/2026-03-15-builtin-workflows-package-and-startup-sync/design.md,openspec-archive,doc,markdown,63,pending,
openspec/changes/archive/2026-03-15-builtin-workflows-package-and-startup-sync/proposal.md,openspec-archive,doc,markdown,33,pending,
openspec/changes/archive/2026-03-15-builtin-workflows-package-and-startup-sync/specs/builtin-workflow-package-and-sync/spec.md,openspec-archive,doc,markdown,60,pending,
openspec/changes/archive/2026-03-15-builtin-workflows-package-and-startup-sync/tasks.md,openspec-archive,doc,markdown,40,pending,
openspec/changes/archive/2026-03-15-dashboard-home-workflow-doc-bubbles/.openspec.yaml,openspec-archive,doc,yaml,2,pending,
openspec/changes/archive/2026-03-15-dashboard-home-workflow-doc-bubbles/design.md,openspec-archive,doc,markdown,64,pending,
openspec/changes/archive/2026-03-15-dashboard-home-workflow-doc-bubbles/proposal.md,openspec-archive,doc,markdown,38,pending,
openspec/changes/archive/2026-03-15-dashboard-home-workflow-doc-bubbles/specs/task-runtime-ui/spec.md,openspec-archive,doc,markdown,37,pending,
openspec/changes/archive/2026-03-15-dashboard-home-workflow-doc-bubbles/tasks.md,openspec-archive,doc,markdown,27,pending,
openspec/changes/archive/2026-03-15-plan-m3-to-m4-roadmap/.openspec.yaml,openspec-archive,doc,yaml,2,pending,
openspec/changes/archive/2026-03-15-plan-m3-to-m4-roadmap/design.md,openspec-archive,doc,markdown,58,pending,
openspec/changes/archive/2026-03-15-plan-m3-to-m4-roadmap/proposal.md,openspec-archive,doc,markdown,35,pending,
openspec/changes/archive/2026-03-15-plan-m3-to-m4-roadmap/specs/m3-m4-roadmap-planning/spec.md,openspec-archive,doc,markdown,38,pending,
openspec/changes/archive/2026-03-15-plan-m3-to-m4-roadmap/tasks.md,openspec-archive,doc,markdown,26,pending,
openspec/changes/archive/2026-03-15-refactor-runtime-log-ui-and-filter-interaction/.openspec.yaml,openspec-archive,doc,yaml,2,pending,
openspec/changes/archive/2026-03-15-refactor-runtime-log-ui-and-filter-interaction/design.md,openspec-archive,doc,markdown,61,pending,
openspec/changes/archive/2026-03-15-refactor-runtime-log-ui-and-filter-interaction/proposal.md,openspec-archive,doc,markdown,26,pending,
openspec/changes/archive/2026-03-15-refactor-runtime-log-ui-and-filter-interaction/specs/log-viewer-window/spec.md,openspec-archive,doc,markdown,23,pending,
openspec/changes/archive/2026-03-15-refactor-runtime-log-ui-and-filter-interaction/specs/task-runtime-ui/spec.md,openspec-archive,doc,markdown,9,pending,
openspec/changes/archive/2026-03-15-refactor-runtime-log-ui-and-filter-interaction/tasks.md,openspec-archive,doc,markdown,27,pending,
openspec/changes/archive/2026-03-15-skillrunner-local-runtime-debug-mode-log-split/.openspec.yaml,openspec-archive,doc,yaml,2,pending,
openspec/changes/archive/2026-03-15-skillrunner-local-runtime-debug-mode-log-split/design.md,openspec-archive,doc,markdown,71,pending,
openspec/changes/archive/2026-03-15-skillrunner-local-runtime-debug-mode-log-split/proposal.md,openspec-archive,doc,markdown,29,pending,
openspec/changes/archive/2026-03-15-skillrunner-local-runtime-debug-mode-log-split/specs/skillrunner-local-runtime-debug-mode-log-split/spec.md,openspec-archive,doc,markdown,41,pending,
openspec/changes/archive/2026-03-15-skillrunner-local-runtime-debug-mode-log-split/tasks.md,openspec-archive,doc,markdown,32,pending,
openspec/changes/archive/2026-03-15-skillrunner-local-runtime-i18n-action-messages-and-locale-expansion/.openspec.yaml,openspec-archive,doc,yaml,2,pending,
openspec/changes/archive/2026-03-15-skillrunner-local-runtime-i18n-action-messages-and-locale-expansion/design.md,openspec-archive,doc,markdown,65,pending,
openspec/changes/archive/2026-03-15-skillrunner-local-runtime-i18n-action-messages-and-locale-expansion/proposal.md,openspec-archive,doc,markdown,27,pending,
openspec/changes/archive/2026-03-15-skillrunner-local-runtime-i18n-action-messages-and-locale-expansion/specs/plugin-localization-governance/spec.md,openspec-archive,doc,markdown,21,pending,
openspec/changes/archive/2026-03-15-skillrunner-local-runtime-i18n-action-messages-and-locale-expansion/specs/skillrunner-local-runtime-ui-adjustments/spec.md,openspec-archive,doc,markdown,24,pending,
openspec/changes/archive/2026-03-15-skillrunner-local-runtime-i18n-action-messages-and-locale-expansion/tasks.md,openspec-archive,doc,markdown,31,pending,
openspec/changes/archive/2026-03-15-toolbar-execute-workflow-menu-button/.openspec.yaml,openspec-archive,doc,yaml,2,pending,
openspec/changes/archive/2026-03-15-toolbar-execute-workflow-menu-button/design.md,openspec-archive,doc,markdown,53,pending,
openspec/changes/archive/2026-03-15-toolbar-execute-workflow-menu-button/proposal.md,openspec-archive,doc,markdown,28,pending,
openspec/changes/archive/2026-03-15-toolbar-execute-workflow-menu-button/specs/task-runtime-ui/spec.md,openspec-archive,doc,markdown,20,pending,
openspec/changes/archive/2026-03-15-toolbar-execute-workflow-menu-button/tasks.md,openspec-archive,doc,markdown,32,pending,
openspec/changes/archive/2026-03-15-workflow-menu-and-preferences-ui-cleanup/.openspec.yaml,openspec-archive,doc,yaml,2,pending,
openspec/changes/archive/2026-03-15-workflow-menu-and-preferences-ui-cleanup/design.md,openspec-archive,doc,markdown,64,pending,
openspec/changes/archive/2026-03-15-workflow-menu-and-preferences-ui-cleanup/proposal.md,openspec-archive,doc,markdown,31,pending,
openspec/changes/archive/2026-03-15-workflow-menu-and-preferences-ui-cleanup/specs/log-viewer-window/spec.md,openspec-archive,doc,markdown,15,pending,
openspec/changes/archive/2026-03-15-workflow-menu-and-preferences-ui-cleanup/specs/workflow-settings-per-workflow-page/spec.md,openspec-archive,doc,markdown,17,pending,
openspec/changes/archive/2026-03-15-workflow-menu-and-preferences-ui-cleanup/tasks.md,openspec-archive,doc,markdown,29,pending,
openspec/changes/archive/2026-03-16-skillrunner-auto-restart-context-recovery-and-apply/design.md,openspec-archive,doc,markdown,65,pending,
openspec/changes/archive/2026-03-16-skillrunner-auto-restart-context-recovery-and-apply/proposal.md,openspec-archive,doc,markdown,30,pending,
openspec/changes/archive/2026-03-16-skillrunner-auto-restart-context-recovery-and-apply/specs/task-dashboard-skillrunner-observe/spec.md,openspec-archive,doc,markdown,42,pending,
openspec/changes/archive/2026-03-16-skillrunner-auto-restart-context-recovery-and-apply/tasks.md,openspec-archive,doc,markdown,17,pending,
openspec/changes/archive/2026-03-16-skillrunner-backend-health-ledger-hotfix-rollup/.openspec.yaml,openspec-archive,doc,yaml,2,pending,
openspec/changes/archive/2026-03-16-skillrunner-backend-health-ledger-hotfix-rollup/design.md,openspec-archive,doc,markdown,75,pending,
openspec/changes/archive/2026-03-16-skillrunner-backend-health-ledger-hotfix-rollup/proposal.md,openspec-archive,doc,markdown,30,pending,
openspec/changes/archive/2026-03-16-skillrunner-backend-health-ledger-hotfix-rollup/specs/task-dashboard-skillrunner-observe/spec.md,openspec-archive,doc,markdown,39,pending,
openspec/changes/archive/2026-03-16-skillrunner-backend-health-ledger-hotfix-rollup/tasks.md,openspec-archive,doc,markdown,10,pending,
openspec/changes/archive/2026-03-16-skillrunner-backend-reconcile-gating-and-stream-lifecycle/.openspec.yaml,openspec-archive,doc,yaml,2,pending,
openspec/changes/archive/2026-03-16-skillrunner-backend-reconcile-gating-and-stream-lifecycle/design.md,openspec-archive,doc,markdown,157,pending,
openspec/changes/archive/2026-03-16-skillrunner-backend-reconcile-gating-and-stream-lifecycle/proposal.md,openspec-archive,doc,markdown,48,pending,
openspec/changes/archive/2026-03-16-skillrunner-backend-reconcile-gating-and-stream-lifecycle/specs/task-dashboard-skillrunner-observe/spec.md,openspec-archive,doc,markdown,72,pending,
openspec/changes/archive/2026-03-16-skillrunner-backend-reconcile-gating-and-stream-lifecycle/tasks.md,openspec-archive,doc,markdown,37,pending,
openspec/changes/archive/2026-03-16-skillrunner-ctl-bridge-full-local-takeover/design.md,openspec-archive,doc,markdown,65,pending,
openspec/changes/archive/2026-03-16-skillrunner-ctl-bridge-full-local-takeover/proposal.md,openspec-archive,doc,markdown,31,pending,
openspec/changes/archive/2026-03-16-skillrunner-ctl-bridge-full-local-takeover/specs/skillrunner-local-runtime-state-machine-ssot/spec.md,openspec-archive,doc,markdown,24,pending,
openspec/changes/archive/2026-03-16-skillrunner-ctl-bridge-full-local-takeover/specs/skillrunner-local-runtime-ui-adjustments/spec.md,openspec-archive,doc,markdown,12,pending,
openspec/changes/archive/2026-03-16-skillrunner-ctl-bridge-full-local-takeover/tasks.md,openspec-archive,doc,markdown,9,pending,
openspec/changes/archive/2026-03-16-skillrunner-ssot-yaml-invariants-lockdown/.openspec.yaml,openspec-archive,doc,yaml,2,pending,
openspec/changes/archive/2026-03-16-skillrunner-ssot-yaml-invariants-lockdown/design.md,openspec-archive,doc,markdown,116,pending,
openspec/changes/archive/2026-03-16-skillrunner-ssot-yaml-invariants-lockdown/proposal.md,openspec-archive,doc,markdown,37,pending,
openspec/changes/archive/2026-03-16-skillrunner-ssot-yaml-invariants-lockdown/specs/skillrunner-ssot-yaml-invariants-governance/spec.md,openspec-archive,doc,markdown,33,pending,
openspec/changes/archive/2026-03-16-skillrunner-ssot-yaml-invariants-lockdown/specs/task-dashboard-skillrunner-observe/spec.md,openspec-archive,doc,markdown,22,pending,
openspec/changes/archive/2026-03-16-skillrunner-ssot-yaml-invariants-lockdown/tasks.md,openspec-archive,doc,markdown,28,pending,
openspec/changes/archive/2026-03-16-skillrunner-state-replay-ssot-alignment/design.md,openspec-archive,doc,markdown,115,pending,
openspec/changes/archive/2026-03-16-skillrunner-state-replay-ssot-alignment/proposal.md,openspec-archive,doc,markdown,31,pending,
openspec/changes/archive/2026-03-16-skillrunner-state-replay-ssot-alignment/specs/task-dashboard-skillrunner-observe/spec.md,openspec-archive,doc,markdown,37,pending,
openspec/changes/archive/2026-03-16-skillrunner-state-replay-ssot-alignment/tasks.md,openspec-archive,doc,markdown,20,pending,
openspec/changes/archive/2026-04-02-backend-batch-submit-full-parallel-dispatch/.openspec.yaml,openspec-archive,doc,yaml,2,pending,
openspec/changes/archive/2026-04-02-backend-batch-submit-full-parallel-dispatch/design.md,openspec-archive,doc,markdown,68,pending,
openspec/changes/archive/2026-04-02-backend-batch-submit-full-parallel-dispatch/proposal.md,openspec-archive,doc,markdown,31,pending,
openspec/changes/archive/2026-04-02-backend-batch-submit-full-parallel-dispatch/specs/workflow-execution-seams/spec.md,openspec-archive,doc,markdown,35,pending,
openspec/changes/archive/2026-04-02-backend-batch-submit-full-parallel-dispatch/tasks.md,openspec-archive,doc,markdown,13,pending,
openspec/changes/archive/2026-04-02-configurable-workflow-settings-gate-regression-fix-for-reference-matching/design.md,openspec-archive,doc,markdown,68,pending,
openspec/changes/archive/2026-04-02-configurable-workflow-settings-gate-regression-fix-for-reference-matching/proposal.md,openspec-archive,doc,markdown,42,pending,
openspec/changes/archive/2026-04-02-configurable-workflow-settings-gate-regression-fix-for-reference-matching/specs/workflow-execution-seams/spec.md,openspec-archive,doc,markdown,28,pending,
openspec/changes/archive/2026-04-02-configurable-workflow-settings-gate-regression-fix-for-reference-matching/tasks.md,openspec-archive,doc,markdown,14,pending,
openspec/changes/archive/2026-04-02-skillrunner-auto-apply-single-owner-and-deferred-summary/design.md,openspec-archive,doc,markdown,103,pending,
openspec/changes/archive/2026-04-02-skillrunner-auto-apply-single-owner-and-deferred-summary/proposal.md,openspec-archive,doc,markdown,41,pending,
openspec/changes/archive/2026-04-02-skillrunner-auto-apply-single-owner-and-deferred-summary/specs/task-dashboard-skillrunner-observe/spec.md,openspec-archive,doc,markdown,35,pending,
openspec/changes/archive/2026-04-02-skillrunner-auto-apply-single-owner-and-deferred-summary/tasks.md,openspec-archive,doc,markdown,15,pending,
openspec/changes/archive/2026-04-02-tag-manager-controlled-vocab-subscribe-publish/design.md,openspec-archive,doc,markdown,96,pending,
openspec/changes/archive/2026-04-02-tag-manager-controlled-vocab-subscribe-publish/proposal.md,openspec-archive,doc,markdown,41,pending,
openspec/changes/archive/2026-04-02-tag-manager-controlled-vocab-subscribe-publish/specs/workflow-execution-seams/spec.md,openspec-archive,doc,markdown,34,pending,
openspec/changes/archive/2026-04-02-tag-manager-controlled-vocab-subscribe-publish/tasks.md,openspec-archive,doc,markdown,31,pending,
openspec/changes/archive/2026-04-02-tag-manager-dual-ssot-and-transactional-staged-publish/design.md,openspec-archive,doc,markdown,38,pending,
openspec/changes/archive/2026-04-02-tag-manager-dual-ssot-and-transactional-staged-publish/proposal.md,openspec-archive,doc,markdown,22,pending,
openspec/changes/archive/2026-04-02-tag-manager-dual-ssot-and-transactional-staged-publish/specs/workflow-execution-seams/spec.md,openspec-archive,doc,markdown,49,pending,
openspec/changes/archive/2026-04-02-tag-manager-dual-ssot-and-transactional-staged-publish/tasks.md,openspec-archive,doc,markdown,30,pending,
openspec/changes/archive/2026-04-02-tag-regulator-live-reconcile-for-controlled-and-staged-tags/design.md,openspec-archive,doc,markdown,55,pending,
openspec/changes/archive/2026-04-02-tag-regulator-live-reconcile-for-controlled-and-staged-tags/proposal.md,openspec-archive,doc,markdown,26,pending,
openspec/changes/archive/2026-04-02-tag-regulator-live-reconcile-for-controlled-and-staged-tags/specs/workflow-execution-seams/spec.md,openspec-archive,doc,markdown,16,pending,
openspec/changes/archive/2026-04-02-tag-regulator-live-reconcile-for-controlled-and-staged-tags/tasks.md,openspec-archive,doc,markdown,12,pending,
openspec/changes/archive/2026-04-02-tag-regulator-staged-parent-bindings-and-subscription-publish-recovery/design.md,openspec-archive,doc,markdown,23,pending,
openspec/changes/archive/2026-04-02-tag-regulator-staged-parent-bindings-and-subscription-publish-recovery/proposal.md,openspec-archive,doc,markdown,20,pending,
openspec/changes/archive/2026-04-02-tag-regulator-staged-parent-bindings-and-subscription-publish-recovery/specs/workflow-execution-seams/spec.md,openspec-archive,doc,markdown,31,pending,
openspec/changes/archive/2026-04-02-tag-regulator-staged-parent-bindings-and-subscription-publish-recovery/tasks.md,openspec-archive,doc,markdown,9,pending,
openspec/changes/archive/2026-04-02-tag-regulator-suggest-dialog-parent-binding-visibility/design.md,openspec-archive,doc,markdown,21,pending,
openspec/changes/archive/2026-04-02-tag-regulator-suggest-dialog-parent-binding-visibility/proposal.md,openspec-archive,doc,markdown,20,pending,
openspec/changes/archive/2026-04-02-tag-regulator-suggest-dialog-parent-binding-visibility/specs/workflow-execution-seams/spec.md,openspec-archive,doc,markdown,23,pending,
openspec/changes/archive/2026-04-02-tag-regulator-suggest-dialog-parent-binding-visibility/tasks.md,openspec-archive,doc,markdown,7,pending,
openspec/changes/archive/2026-04-02-workflow-pluggability-repair-by-removing-tag-vocab-core-bridge/design.md,openspec-archive,doc,markdown,32,pending,
openspec/changes/archive/2026-04-02-workflow-pluggability-repair-by-removing-tag-vocab-core-bridge/proposal.md,openspec-archive,doc,markdown,22,pending,
